overall_review,overall_review_count,recent_review,recent_review_count,genres,categories,age_rating,discount_percentage
78,2678,75,20,Indie,"Online PvP, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards",0,-75
92,7261,84,19,"Action, Indie, Strategy","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0,-80
70,1183,76,72,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-30
87,994,100,10,Strategy,"Single-player, Family Sharing",0,-75
91,7947,96,65,"Action, Indie, Strategy","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,-80
76,25930,65,201,"Action, Adventure","Single-player, Online Co-op, In-App Purchases",1,-85
93,2242,96,60,"Adventure, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Family Sharing",0,-52
92,2534,93,16,"Action, Adventure, Casual, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-65
87,954,89,46,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
81,5565,80,15,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0,-40
73,149,65,20,"Action, Adventure, Indie, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-30
82,315,90,20,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-40
98,716,93,15,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-25
72,19287,61,68,Strategy,"Single-player, Steam Achievements, Steam Workshop, Remote Play on Tablet, Family Sharing",1,-85
79,1755,66,30,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Family Sharing",0,-39
99,317,100,38,"Action, Indie","Single-player, Family Sharing",0,-25
80,10847,83,37,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",1,-85
83,13203,80,30,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
80,445,73,15,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",1,-54
88,522,92,14,"Action, Racing, Sports","Single-player, Online PvP, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",0,-33
62,1592,55,20,"Action, Adventure, Indie, RPG","Single-player, Online Co-op, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",0,-40
91,789,85,14,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
95,645,93,32,"Adventure, Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-20
84,1379,69,13,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-70
95,129,90,31,"Action, Adventure, Indie, Early Access","Single-player, Steam Achievements, Family Sharing",0,-20
43,213,76,21,"Action, Indie, RPG, Strategy","Single-player, Steam Achievements, Family Sharing",0,-50
84,808,89,19,"Casual, Indie, Racing","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-90
93,1181,76,21,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0,-75
81,334,57,21,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-70
91,2145,86,44,"Action, Casual, Indie, Sports","Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Remote Play Together, Family Sharing",0,-85
68,205,50,10,"Adventure, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-70
78,1184,84,39,"Action, Indie, RPG","Single-player, Online Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-35
52,2510,64,14,"Action, Adventure","Single-player, Family Sharing",1,-75
92,1276,91,12,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-60
86,2803,80,21,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",0,-40
97,3353,100,20,"Adventure, Casual, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-45
68,1497,70,24,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-65
80,4405,81,33,"Indie, Simulation, Early Access","Single-player, Online Co-op, Family Sharing",0,-40
83,4347,76,25,"Indie, Strategy, Early Access","Single-player, Steam Cloud, Remote Play on Tablet, Family Sharing",0,-20
97,3061,95,21,"Indie, Simulation","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Includes level editor, Family Sharing",0,-50
99,314,100,10,Indie,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-30
88,261,87,83,"Action, Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-20
87,20190,87,62,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play on TV, Remote Play Together, Family Sharing",1,-80
89,1547,65,20,Strategy,"Single-player, Family Sharing",0,-75
90,7500,87,55,"Action, RPG","Single-player, Valve Anti-Cheat enabled, Family Sharing",0,-75
92,175,80,10,"Indie, Simulation, Strategy, Early Access","Single-player, Online Co-op, LAN Co-op, Family Sharing",0,-20
94,7854,94,155,Action,"Single-player, Family Sharing",0,-65
57,96,63,11,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-30
86,4387,92,40,"Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-72
92,162,92,13,"Action, Adventure, Indie, Simulation, Early Access","Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,-20
72,2962,84,45,"Simulation, Strategy","Single-player, Online PvP, Online Co-op, Steam Achievements, Family Sharing",0,-50
95,3343,98,57,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-89
71,678,55,29,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-90
86,7139,68,19,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",1,-71
89,2291,93,16,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-75
86,251,80,20,"Indie, Simulation, Strategy, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-21
86,9165,88,27,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0,-75
94,11962,95,84,Action,"Single-player, Family Sharing",1,-86
47,10039,54,35,"Action, Adventure, RPG","Single-player, Online Co-op, Steam Achievements, Remote Play on Tablet, Family Sharing",0,-80
89,2846,61,18,"Adventure, Casual, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0,-60
92,2042,92,53,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",0,-40
83,2771,57,35,"Action, Indie, RPG, Simulation, Early Access","Single-player, Family Sharing",0,-40
71,159,61,18,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing, Steam is learning about this game",0,-85
92,5514,93,61,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0,-48
94,451,95,22,"Action, Adventure, Casual, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-84
91,5988,78,14,"Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-34
74,627,68,25,Casual,"Online PvP, Cross-Platform Multiplayer, Steam Achievements, Family Sharing",0,-25
75,631,81,16,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",0,-39
83,258,69,13,"Indie, RPG, Simulation, Early Access","Single-player, Online Co-op, Family Sharing",0,-10
88,2245,73,15,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Family Sharing",0,-75
91,11576,76,21,RPG,"Single-player, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",0,-70
85,3603,92,50,"Action, Adventure","Single-player, Family Sharing",0,-80
89,7996,91,124,"Action, Adventure","Single-player, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,-90
55,270,36,11,"Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-25
94,3404,94,19,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
87,5639,90,33,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",0,-80
72,2073,86,23,"Adventure, Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-75
78,1147,90,10,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-60
90,2201,81,32,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-60
93,160,90,10,"Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-50
92,1210,90,11,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-50
96,5997,100,25,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0,-75
86,1632,74,27,"Action, Adventure, Casual, Indie, RPG, Early Access","Single-player, Steam Cloud, Family Sharing",0,-25
84,441,81,16,"Action, Adventure, Casual, Indie, Massively Multiplayer, RPG, Sports, Early Access","Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",0,-75
93,1544,93,16,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-70
95,4495,100,35,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",0,-90
91,2376,100,13,"Action, Adventure, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",1,-75
92,2289,100,12,Strategy,"Single-player, Includes level editor, Family Sharing",0,-85
89,78,82,28,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-25
88,1221,80,50,"Casual, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",0,-30
88,4177,86,22,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",0,-80
91,4852,95,22,RPG,"Single-player, Steam Achievements, Steam Cloud, Includes level editor, Family Sharing",0,-80
91,1478,92,52,"Adventure, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",1,-80
84,6684,85,21,"Action, Adventure","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",1,-85
90,996,95,22,"Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",1,-60
96,4459,93,30,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-25
92,15009,80,61,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Remote Play on TV, Family Sharing",0,-80
75,7777,71,35,"Casual, Indie, RPG, Simulation","Online PvP, Online Co-op, Steam Trading Cards, In-App Purchases, Steam Leaderboards, Family Sharing",0,-50
90,3634,94,37,"Indie, Simulation","Single-player, Steam Achievements, Family Sharing",0,-73
95,910,92,26,"Action, Indie","Single-player, Steam Achievements, Family Sharing",0,-75
60,685,50,10,"Action, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",0,-80
82,197,70,10,"Action, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-75
78,478,76,13,"Action, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-40
96,6700,95,47,"Action, Indie","Single-player, Family Sharing",0,-40
92,2453,92,26,Strategy,"Single-player, Family Sharing",0,-75
77,1028,83,12,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-80
96,13155,96,93,"Action, Casual, Indie, Racing, Simulation","Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0,-50
75,2070,80,26,Simulation,"Single-player, Steam Achievements, Includes level editor, Family Sharing",0,-80
89,476,100,16,RPG,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-33
68,707,85,20,Racing,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",1,-90
88,1950,84,13,Adventure,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-67
93,3695,94,34,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Cross-Platform Multiplayer, Steam Achievements, Tracked Controller Support, VR Supported, Steam Workshop, Steam Cloud, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing",0,-80
85,280,70,10,"Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-30
78,2877,80,30,"Action, Adventure","Single-player, Family Sharing",0,-80
88,1815,87,31,"Indie, Simulation","Single-player, Steam Achievements, Family Sharing",0,-73
94,1490,100,16,Action,"Single-player, Steam Cloud, Family Sharing",1,-80
81,1489,70,17,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Family Sharing",0,-15
80,621,89,19,"Casual, Indie, RPG, Simulation, Sports, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-20
96,3168,96,53,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
77,906,80,31,"Adventure, Casual, Indie, RPG, Strategy, Early Access","Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",0,-24
83,842,90,10,"Adventure, Casual, Indie, RPG","Single-player, Steam Achievements, Family Sharing",0,-20
78,1833,80,21,"Action, Adventure","Single-player, Family Sharing",0,-80
96,3711,100,34,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-70
98,916,100,24,"Action, Adventure","Single-player, Steam Achievements, Captions available, Steam Workshop, Steam Cloud, Family Sharing",0,-40
96,531,88,17,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Captions available, Family Sharing",0,-46
96,163,100,11,"Action, Adventure, Indie, RPG","Single-player, Family Sharing",0,-40
89,2756,75,24,"Action, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-90
77,2811,68,16,Adventure,"Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",1,-72
86,2469,66,21,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-78
93,6087,82,35,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-80
76,461,25,12,"Adventure, Casual, Indie","Single-player, Online Co-op, Steam Achievements, Steam Cloud, Family Sharing",0,-50
95,4103,96,28,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-80
98,3167,100,48,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-20
87,944,75,12,Indie,"Single-player, Steam Achievements, Steam Cloud, Family Sharing",1,-65
95,306,94,19,"Strategy, Early Access","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Family Sharing",0,-20
96,4414,100,17,Action,"Single-player, Steam Achievements, Steam Cloud, Steam Leaderboards, Family Sharing",0,-75
86,4432,74,27,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-50
93,4816,90,62,"Action, Adventure","Single-player, Remote Play on Phone, Remote Play on Tablet, Remote Play on TV, Remote Play Together, Family Sharing",0,-90
83,2903,80,26,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-70
78,2672,92,13,Adventure,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-90
97,9633,96,25,"Action, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Cloud, Includes level editor, Remote Play on Phone, Remote Play on Tablet, Remote Play Together, Family Sharing",0,-60
84,3144,50,12,"Action, Indie","Single-player, Online PvP, Shared/Split Screen PvP, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",0,-60
89,1058,90,10,"Action, Indie","Single-player, Shared/Split Screen PvP, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Steam Leaderboards, Remote Play on TV, Remote Play Together, Family Sharing",0,-66
61,472,30,13,"Action, Casual, Indie, RPG","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Cloud, Remote Play Together, Family Sharing",0,-45
94,4576,94,79,"Action, Casual, Indie, Massively Multiplayer, Strategy, Early Access","Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",0,-60
85,2515,87,33,"Casual, Indie, Racing","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, In-App Purchases, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-81
92,11964,91,23,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
95,7385,100,22,"Adventure, Casual, Indie, Simulation","Single-player, Steam Trading Cards, Family Sharing",0,-60
70,958,73,15,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Online Co-op, Cross-Platform Multiplayer, Steam Achievements, Steam Trading Cards, Steam Cloud, HDR available, Family Sharing",0,-60
81,799,93,15,"Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-75
81,413,87,24,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-10
80,1180,80,15,Action,"Single-player, Online PvP, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play Together, Family Sharing",0,-33
95,1125,93,15,"Action, Casual, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0,-50
78,4679,80,15,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play on TV, Family Sharing",0,-80
67,1678,63,22,"Casual, Indie, Simulation","Single-player, Steam Cloud, Family Sharing",0,-75
95,2148,94,35,"Action, Indie","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",0,-89
86,1153,60,10,"Adventure, Indie, RPG, Simulation","Single-player, Family Sharing",0,-40
83,2373,62,24,"Action, Casual, Indie","Online PvP, Online Co-op, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0,-80
91,294,91,12,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-15
57,45,54,24,"Indie, Simulation","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing, Steam is learning about this game",0,-21
98,7260,100,46,"Casual, Indie","Single-player, Online PvP, Online Co-op, Steam Cloud, Family Sharing",0,-20
97,3641,96,32,"Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-70
77,2363,66,12,"Action, Adventure, Indie, RPG","Single-player, Online PvP, Online Co-op, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Remote Play on TV, Remote Play Together, Family Sharing",0,-75
91,879,90,20,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Family Sharing",0,-30
77,556,45,11,Strategy,"Single-player, Online PvP, Shared/Split Screen PvP, Remote Play Together",1,-60
95,801,97,41,"Action, Indie","Single-player, Family Sharing",0,-30
75,1173,91,23,"Action, Indie","Single-player, Steam Achievements, Steam Leaderboards, Remote Play on TV, Family Sharing",1,-70
94,3305,90,11,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-55
87,270,85,14,"Casual, Indie, Racing","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-90
67,1767,84,19,"Action, Adventure","Single-player, Family Sharing",0,-65
96,466,100,10,"Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-33
88,566,84,13,"Adventure, Indie","Single-player, Steam Achievements, Family Sharing",0,-75
84,442,37,16,"Action, Indie, Early Access","Single-player, Steam Cloud, Family Sharing",0,-20
97,795,100,11,"Action, Adventure, Indie","Single-player, Steam Achievements, Family Sharing",0,-30
97,693,91,23,"Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-70
86,2002,93,15,"Action, RPG","Single-player, Steam Cloud, Family Sharing",0,-80
90,2183,90,20,"Action, Casual, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-20
87,1044,82,23,"Action, Casual, Indie, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0,-90
82,64,80,25,"Adventure, Indie, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Family Sharing, Steam is learning about this game",0,-20
85,340,60,10,"Action, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-35
43,431,10,10,"Indie, Simulation, Early Access","Single-player, Online Co-op, LAN Co-op, Family Sharing",0,-20
90,2835,72,11,"Action, Indie","Single-player, Steam Achievements, Steam Workshop, Steam Cloud, Stats, Steam Leaderboards, Includes level editor, Remote Play Together, Family Sharing",0,-80
86,2425,91,12,"Action, Adventure, Casual, Indie, RPG, Simulation, Strategy","Single-player, Steam Achievements, Steam Cloud, Stats, Family Sharing",0,-80
93,3900,96,25,"Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-66
88,2559,43,16,"Action, Indie, Racing","Online PvP, Online Co-op, Family Sharing",0,-50
94,961,92,13,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Family Sharing",0,-21
85,349,88,26,"Casual, Indie, Racing","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-81
95,2657,100,10,"Indie, RPG, Strategy","Single-player, Steam Achievements, Steam Trading Cards, Captions available, Steam Workshop, Steam Cloud, Steam Leaderboards, Family Sharing",0,-75
43,1308,30,10,"Action, Adventure","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",1,-80
83,838,82,17,"Casual, Indie, Sports","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-70
66,2069,63,11,"Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-80
83,3070,72,22,"Massively Multiplayer, Racing, Simulation, Sports","Single-player, MMO, Online PvP, Online Co-op, Family Sharing",0,-70
90,2634,100,16,"Action, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Family Sharing",0,-50
79,177,76,17,"Action, Adventure, RPG","Single-player, Steam Achievements, Tracked Controller Support, VR Only, Family Sharing",0,-40
93,4756,81,11,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Trading Cards, Remote Play on TV, Family Sharing",0,-80
85,2529,78,19,"Indie, Strategy","Single-player, Online PvP, Online Co-op, Steam Achievements, Steam Trading Cards, Family Sharing",0,-80
79,892,70,10,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-80
56,1189,60,10,"Action, Adventure, Indie","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",0,-75
95,11439,93,101,"Action, Adventure, Indie, RPG, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Stats, Steam Leaderboards, Family Sharing",0,-50
73,1873,68,16,Indie,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-90
98,995,100,19,Casual,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-30
86,1638,90,32,Action,"Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Stats, Steam Leaderboards, Family Sharing",0,-88
95,116,100,14,"Casual, Indie","Single-player, Steam Achievements, Steam Cloud, Family Sharing",0,-50
84,1206,52,19,"Adventure, Indie","Single-player, Shared/Split Screen Co-op, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Remote Play Together, Family Sharing",0,-71
86,1552,89,29,"Casual, Indie, Racing, Simulation, Sports","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-81
76,682,20,10,Action,"Single-player, Online PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Family Sharing",0,-85
82,5779,96,29,"Indie, Simulation","Single-player, Remote Play Together, Family Sharing",0,-80
88,1042,83,12,"Action, Adventure, Casual, Indie","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Remote Play on TV, Family Sharing",1,-80
81,1261,50,10,"Action, Casual","Single-player, Steam Achievements, Steam Leaderboards, Family Sharing",0,-50
93,33,90,11,"Action, Casual, Indie, RPG, Early Access","Single-player, Steam Achievements, Steam Cloud, Family Sharing, Steam is learning about this game",0,-10
93,1452,100,11,"Action, Adventure, Casual, Indie, Simulation, Early Access","Single-player, Steam Achievements, Steam Trading Cards, Steam Cloud, Family Sharing",0,-20
93,655,81,16,"Adventure, Indie","Single-player, Family Sharing",0,-55
94,707,95,20,Adventure,"Single-player, Family Sharing",0,-30
97,2276,100,16,"Action, Adventure, Indie, Simulation","Single-player, Steam Achievements, Steam Trading Cards, Steam Workshop, Steam Cloud, Includes level editor, Family Sharing",0,-25
83,1586,94,19,"Casual, Indie, Racing","Single-player, Shared/Split Screen PvP, Steam Achievements, Steam Trading Cards, Steam Cloud, Steam Leaderboards, Remote Play Together, Family Sharing",0,-81
78,371,63,11,"Action, Adventure, Indie, RPG","Single-player, Steam Achievements, Steam Cloud, Remote Play on TV, Family Sharing",0,-74
68,6062,78,19,"Action, Adventure, RPG","Single-player, Online Co-op, Steam Cloud, Family Sharing",0,-75
